Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Jehu Rudeforth,99% Dark & Pure,09-Mar-22,6510,362,1670,Bars,Tempo,,,
Rafaelita Blaksland,Milk Bars,09-Mar-22,1421,53,107,Bars,Yummies,,,
Rafaelita Blaksland,Spicy Special Slims,09-Mar-22,273,13,139,Bites,Yummies,,,
Curtice Advani,85% Dark Bars,09-Mar-22,15400,963,670,Bars,Delish,,,
Kaine Padly,50% Dark Bites,09-Mar-22,11193,700,1803,Bites,Delish,,,
Curtice Advani,99% Dark & Pure,09-Mar-22,15813,753,4175,Bars,Delish,,,
Dennison Crosswaite,85% Dark Bars,09-Mar-22,4375,274,196,Bars,Yummies,,,
Dotty Strutley,50% Dark Bites,09-Mar-22,11683,899,3021,Bites,Delish,,,
Van Tuxwell,Spicy Special Slims,09-Mar-22,9009,361,3723,Bites,Yummies,,,
Rafaelita Blaksland,Spicy Special Slims,09-Mar-22,7112,264,2771,Bites,Yummies,,,
Marney O'Breen,Orange Choco,09-Mar-22,882,126,1063,Bars,Yummies,,,
Oby Sorrel,70% Dark Bites,09-Mar-22,5152,644,6105,Bites,Jucies,,,
Ches Bonnell,Almond Choco,09-Mar-22,2947,174,2718,Bars,Tempo,,,
Kaine Padly,85% Dark Bars,09-Mar-22,2905,146,116,Bars,Delish,,,
Brien Boise,Caramel Stuffed Bars,09-Mar-22,2548,107,93,Bars,Jucies,,,
Jehu Rudeforth,Drinking Coco,09-Mar-22,3437,157,432,Other,Tempo,,,
Dennison Crosswaite,Raspberry Choco,09-Mar-22,5740,410,2700,Bars,Yummies,,,
Gigi Bohling,85% Dark Bars,09-Mar-22,2842,168,119,Bars,Delish,,,
Barr Faughny,99% Dark & Pure,09-Mar-22,9863,429,1899,Bars,Yummies,,,
Andria Kimpton,99% Dark & Pure,09-Mar-22,2772,164,718,Bars,Jucies,,,
Brien Boise,Eclairs,09-Mar-22,7833,603,1598,Bites,Jucies,,,
Curtice Advani,Baker's Choco Chips,10-Mar-22,10248,684,3827,Bars,Delish,,,
Andria Kimpton,Raspberry Choco,10-Mar-22,5677,355,2490,Bars,Jucies,,,
Rafaelita Blaksland,Orange Choco,10-Mar-22,8596,1433,14481,Bars,Yummies,,,
Wilone O'Kielt,Spicy Special Slims,10-Mar-22,6657,267,2287,Bites,Delish,,,
Gigi Bohling,Baker's Choco Chips,10-Mar-22,8134,678,4082,Bars,Delish,,,
Jan Morforth,Caramel Stuffed Bars,10-Mar-22,3122,105,98,Bars,Delish,,,
Marney O'Breen,White Choc,10-Mar-22,875,55,12,Other,Yummies,,,
Dotty Strutley,Caramel Stuffed Bars,10-Mar-22,3199,134,123,Bars,Delish,,,
Oby Sorrel,Orange Choco,10-Mar-22,5600,700,7135,Bars,Jucies,,,
Van Tuxwell,Choco Coated Almonds,10-Mar-22,2646,177,2152,Bites,Yummies,,,
Dennison Crosswaite,99% Dark & Pure,10-Mar-22,16940,706,3520,Bars,Yummies,,,
Roddy Speechley,Organic Choco Syrup,10-Mar-22,9191,368,616,Other,Delish,,,
Gunar Cockshoot,Smooth Sliky Salty,10-Mar-22,9562,456,2518,Bars,Yummies,,,
Curtice Advani,Manuka Honey Choco,10-Mar-22,567,20,177,Other,Delish,,,
Mallorie Waber,Fruit & Nut Bars,10-Mar-22,5173,288,514,Bars,Tempo,,,
Kaine Padly,Orange Choco,10-Mar-22,4781,342,2735,Bars,Delish,,,
Gunar Cockshoot,Manuka Honey Choco,10-Mar-22,6111,191,1357,Other,Yummies,,,
Dennison Crosswaite,Eclairs,10-Mar-22,2373,119,356,Bites,Yummies,,,
Beverie Moffet,Raspberry Choco,10-Mar-22,17892,1278,7950,Bars,Jucies,,,
Gigi Bohling,Caramel Stuffed Bars,10-Mar-22,1729,70,60,Bars,Delish,,,
Beverie Moffet,50% Dark Bites,10-Mar-22,4508,282,813,Bites,Jucies,,,
Dotty Strutley,After Nines,11-Mar-22,11641,432,2685,Bites,Delish,,,
Camilla Castle,Drinking Coco,11-Mar-22,3647,131,318,Other,Tempo,,,
Gigi Bohling,Organic Choco Syrup,11-Mar-22,5670,237,460,Other,Delish,,,
Van Tuxwell,Mint Chip Choco,11-Mar-22,1036,58,128,Bars,Yummies,,,
Jehu Rudeforth,Raspberry Choco,11-Mar-22,11067,615,4088,Bars,Tempo,,,
Karlen McCaffrey,Caramel Stuffed Bars,11-Mar-22,3010,131,121,Bars,Yummies,,,
Wilone O'Kielt,Almond Choco,11-Mar-22,4753,207,2487,Bars,Delish,,,
Dennison Crosswaite,Raspberry Choco,11-Mar-22,11690,616,3907,Bars,Yummies,,,
Husein Augar,Choco Coated Almonds,11-Mar-22,1428,96,1101,Bites,Yummies,,,
Madelene Upcott,70% Dark Bites,11-Mar-22,5467,547,4870,Bites,Jucies,,,
Barr Faughny,Peanut Butter Cubes,11-Mar-22,11018,501,2782,Bites,Yummies,,,
Marney O'Breen,Baker's Choco Chips,11-Mar-22,10171,1272,7890,Bars,Yummies,,,
Camilla Castle,Raspberry Choco,11-Mar-22,4935,260,1887,Bars,Tempo,,,
Mallorie Waber,After Nines,11-Mar-22,2499,81,570,Bites,Tempo,,,
Jehu Rudeforth,Almond Choco,11-Mar-22,2492,139,1781,Bars,Tempo,,,
Karlen McCaffrey,Baker's Choco Chips,11-Mar-22,17549,1755,11953,Bars,Yummies,,,
Van Tuxwell,Manuka Honey Choco,11-Mar-22,6636,256,2303,Other,Yummies,,,
Van Tuxwell,After Nines,11-Mar-22,8904,308,2305,Bites,Yummies,,,
Oby Sorrel,Orange Choco,11-Mar-22,16702,1392,11865,Bars,Jucies,,,
Gigi Bohling,Drinking Coco,11-Mar-22,1701,59,149,Other,Delish,,,
Ches Bonnell,Peanut Butter Cubes,11-Mar-22,10269,541,3030,Bites,Tempo,,,
Jehu Rudeforth,Orange Choco,11-Mar-22,4410,630,6366,Bars,Tempo,,,
Kaine Padly,White Choc,12-Mar-22,1610,115,26,Other,Delish,,,
Marney O'Breen,Choco Coated Almonds,12-Mar-22,14399,800,10551,Bites,Yummies,,,
Husein Augar,Spicy Special Slims,12-Mar-22,1169,49,406,Bites,Yummies,,,
Kaine Padly,Smooth Sliky Salty,12-Mar-22,13867,694,4181,Bars,Delish,,,
Brien Boise,70% Dark Bites,12-Mar-22,2261,283,2356,Bites,Jucies,,,
Mallorie Waber,Caramel Stuffed Bars,12-Mar-22,2394,83,69,Bars,Tempo,,,
Van Tuxwell,Milk Bars,12-Mar-22,5243,228,506,Bars,Yummies,,,
Beverie Moffet,99% Dark & Pure,12-Mar-22,4501,196,877,Bars,Jucies,,,
Karlen McCaffrey,Manuka Honey Choco,13-Mar-22,2513,77,668,Other,Yummies,,,
Karlen McCaffrey,Spicy Special Slims,13-Mar-22,2828,114,1018,Bites,Yummies,,,
Kaine Padly,Orange Choco,13-Mar-22,13944,1550,13620,Bars,Delish,,,
Jan Morforth,Organic Choco Syrup,13-Mar-22,3136,112,205,Other,Delish,,,
Curtice Advani,Almond Choco,13-Mar-22,6587,347,4632,Bars,Delish,,,
Kelci Walkden,Spicy Special Slims,13-Mar-22,2254,87,961,Bites,Yummies,,,
Andria Kimpton,Orange Choco,13-Mar-22,6356,795,7265,Bars,Jucies,,,
Gunar Cockshoot,Eclairs,13-Mar-22,2688,168,554,Bites,Yummies,,,
Roddy Speechley,Fruit & Nut Bars,13-Mar-22,5719,477,768,Bars,Delish,,,
Kelci Walkden,White Choc,13-Mar-22,238,27,6,Other,Yummies,,,
Jan Morforth,Manuka Honey Choco,13-Mar-22,3486,113,838,Other,Delish,,,
Beverie Moffet,Almond Choco,13-Mar-22,4228,193,2989,Bars,Jucies,,,
Karlen McCaffrey,After Nines,16-Mar-22,12054,389,2714,Bites,Yummies,,,
Van Tuxwell,Baker's Choco Chips,16-Mar-22,777,52,329,Bars,Yummies,,,
Husein Augar,Almond Choco,16-Mar-22,1281,81,1049,Bars,Yummies,,,
Beverie Moffet,Mint Chip Choco,16-Mar-22,15043,836,1724,Bars,Jucies,,,
Ches Bonnell,Milk Bars,16-Mar-22,7959,319,637,Bars,Tempo,,,
Oby Sorrel,Eclairs,16-Mar-22,651,31,84,Bites,Jucies,,,
Ches Bonnell,Baker's Choco Chips,16-Mar-22,14280,1190,7526,Bars,Tempo,,,
Ches Bonnell,Smooth Sliky Salty,16-Mar-22,672,42,232,Bars,Tempo,,,
Dennison Crosswaite,Caramel Stuffed Bars,16-Mar-22,420,15,12,Bars,Yummies,,,
Jehu Rudeforth,99% Dark & Pure,16-Mar-22,9527,397,1905,Bars,Tempo,,,
Husein Augar,Choco Coated Almonds,16-Mar-22,3262,164,1994,Bites,Yummies,,,
Kaine Padly,Orange Choco,16-Mar-22,5201,401,3242,Bars,Delish,,,
Andria Kimpton,Manuka Honey Choco,16-Mar-22,9905,331,2978,Other,Jucies,,,
Jehu Rudeforth,Choco Coated Almonds,16-Mar-22,2457,176,2200,Bites,Tempo,,,
Ches Bonnell,Eclairs,16-Mar-22,8890,494,1658,Bites,Tempo,,,
Kelci Walkden,Eclairs,17-Mar-22,1960,109,360,Bites,Yummies,,,
Rafaelita Blaksland,Choco Coated Almonds,17-Mar-22,4487,214,2798,Bites,Yummies,,,
Karlen McCaffrey,Baker's Choco Chips,17-Mar-22,2240,249,1529,Bars,Yummies,,,
Mallorie Waber,Drinking Coco,17-Mar-22,308,14,41,Other,Tempo,,,
Wilone O'Kielt,Milk Bars,17-Mar-22,1568,61,104,Bars,Delish,,,
Dotty Strutley,Orange Choco,18-Mar-22,6510,465,4413,Bars,Delish,,,
Beverie Moffet,Organic Choco Syrup,18-Mar-22,5992,207,405,Other,Jucies,,,
Karlen McCaffrey,Drinking Coco,18-Mar-22,609,24,71,Other,Yummies,,,
Madelene Upcott,99% Dark & Pure,18-Mar-22,8141,340,1790,Bars,Jucies,,,
Dennison Crosswaite,White Choc,18-Mar-22,12908,1174,316,Other,Yummies,,,
Dotty Strutley,85% Dark Bars,18-Mar-22,266,15,12,Bars,Delish,,,
Dotty Strutley,Choco Coated Almonds,18-Mar-22,14672,816,8797,Bites,Delish,,,
Andria Kimpton,Manuka Honey Choco,18-Mar-22,8540,285,2451,Other,Jucies,,,
Jehu Rudeforth,Raspberry Choco,18-Mar-22,546,26,165,Bars,Tempo,,,
Roddy Speechley,Peanut Butter Cubes,18-Mar-22,1631,86,409,Bites,Delish,,,
Andria Kimpton,Fruit & Nut Bars,18-Mar-22,203,21,36,Bars,Jucies,,,
Camilla Castle,85% Dark Bars,18-Mar-22,3451,165,126,Bars,Tempo,,,
Marney O'Breen,Manuka Honey Choco,18-Mar-22,9303,282,2159,Other,Yummies,,,
Dotty Strutley,Choco Coated Almonds,18-Mar-22,5565,293,3293,Bites,Delish,,,
Madelene Upcott,Baker's Choco Chips,18-Mar-22,6083,676,4604,Bars,Jucies,,,
Andria Kimpton,Eclairs,18-Mar-22,3808,293,867,Bites,Jucies,,,
Camilla Castle,Drinking Coco,18-Mar-22,4634,172,473,Other,Tempo,,,
Gigi Bohling,50% Dark Bites,18-Mar-22,1085,68,200,Bites,Delish,,,
Madelene Upcott,Spicy Special Slims,19-Mar-22,9506,476,4909,Bites,Jucies,,,
Ches Bonnell,99% Dark & Pure,19-Mar-22,6468,270,1396,Bars,Tempo,,,
Ches Bonnell,Peanut Butter Cubes,19-Mar-22,10766,490,2375,Bites,Tempo,,,
Husein Augar,After Nines,19-Mar-22,2359,91,606,Bites,Yummies,,,
Van Tuxwell,Smooth Sliky Salty,19-Mar-22,273,21,114,Bars,Yummies,,,
Camilla Castle,50% Dark Bites,19-Mar-22,7217,602,1585,Bites,Tempo,,,
Kaine Padly,Baker's Choco Chips,19-Mar-22,8386,560,3780,Bars,Delish,,,
Barr Faughny,99% Dark & Pure,19-Mar-22,13111,625,2999,Bars,Yummies,,,
Andria Kimpton,Peanut Butter Cubes,19-Mar-22,287,16,69,Bites,Jucies,,,
Madelene Upcott,Spicy Special Slims,19-Mar-22,11795,492,4304,Bites,Jucies,,,
Wilone O'Kielt,Fruit & Nut Bars,19-Mar-22,7721,483,731,Bars,Delish,,,
Camilla Castle,Baker's Choco Chips,19-Mar-22,147,11,78,Bars,Tempo,,,
Camilla Castle,70% Dark Bites,19-Mar-22,2891,207,1621,Bites,Tempo,,,
Curtice Advani,Fruit & Nut Bars,19-Mar-22,875,49,91,Bars,Delish,,,
Barr Faughny,50% Dark Bites,19-Mar-22,910,102,297,Bites,Yummies,,,
Andria Kimpton,Baker's Choco Chips,20-Mar-22,1498,100,657,Bars,Jucies,,,
Van Tuxwell,Mint Chip Choco,20-Mar-22,1099,74,186,Bars,Yummies,,,
Andria Kimpton,After Nines,20-Mar-22,805,26,162,Bites,Jucies,,,
Jehu Rudeforth,Almond Choco,20-Mar-22,2268,152,2354,Bars,Tempo,,,
Dennison Crosswaite,Milk Bars,20-Mar-22,1568,69,148,Bars,Yummies,,,
Roddy Speechley,White Choc,20-Mar-22,49,4,1,Other,Delish,,,
Ches Bonnell,Drinking Coco,20-Mar-22,12558,503,1296,Other,Tempo,,,
Camilla Castle,Eclairs,20-Mar-22,2856,179,555,Bites,Tempo,,,
Kelci Walkden,Milk Bars,20-Mar-22,896,32,64,Bars,Yummies,,,
Karlen McCaffrey,Almond Choco,20-Mar-22,2709,118,1670,Bars,Yummies,,,
Barr Faughny,Baker's Choco Chips,20-Mar-22,1729,217,1306,Bars,Yummies,,,
Roddy Speechley,Almond Choco,20-Mar-22,5215,326,4613,Bars,Delish,,,
Marney O'Breen,Smooth Sliky Salty,20-Mar-22,1008,56,290,Bars,Yummies,,,
Andria Kimpton,Manuka Honey Choco,20-Mar-22,10661,356,3034,Other,Jucies,,,
Dotty Strutley,Fruit & Nut Bars,20-Mar-22,6713,560,946,Bars,Delish,,,
Ches Bonnell,After Nines,20-Mar-22,5320,190,1133,Bites,Tempo,,,
Beverie Moffet,Raspberry Choco,20-Mar-22,3850,193,1071,Bars,Jucies,,,
Van Tuxwell,Peanut Butter Cubes,20-Mar-22,616,27,116,Bites,Yummies,,,
Rafaelita Blaksland,Fruit & Nut Bars,20-Mar-22,3318,237,344,Bars,Yummies,,,
Ches Bonnell,Fruit & Nut Bars,20-Mar-22,1876,134,252,Bars,Tempo,,,
Camilla Castle,Spicy Special Slims,20-Mar-22,10724,511,4659,Bites,Tempo,,,
Oby Sorrel,Drinking Coco,20-Mar-22,1757,61,142,Other,Jucies,,,
Kaine Padly,Raspberry Choco,20-Mar-22,11060,692,4769,Bars,Delish,,,
Beverie Moffet,After Nines,20-Mar-22,1645,64,487,Bites,Jucies,,,
Jehu Rudeforth,Drinking Coco,23-Mar-22,952,34,79,Other,Tempo,,,
Mallorie Waber,Peanut Butter Cubes,23-Mar-22,2786,155,875,Bites,Tempo,,,
Dotty Strutley,Raspberry Choco,23-Mar-22,8659,394,2355,Bars,Delish,,,
Mallorie Waber,Orange Choco,23-Mar-22,9765,698,5520,Bars,Tempo,,,
Camilla Castle,White Choc,23-Mar-22,6314,451,120,Other,Tempo,,,
Roddy Speechley,Baker's Choco Chips,23-Mar-22,4431,296,2160,Bars,Delish,,,
Camilla Castle,Mint Chip Choco,23-Mar-22,1918,113,259,Bars,Tempo,,,
Gigi Bohling,Choco Coated Almonds,23-Mar-22,6111,322,4247,Bites,Delish,,,
Madelene Upcott,Drinking Coco,23-Mar-22,329,13,31,Other,Jucies,,,
Andria Kimpton,Mint Chip Choco,23-Mar-22,6146,473,1265,Bars,Jucies,,,
Camilla Castle,Smooth Sliky Salty,23-Mar-22,4529,324,1578,Bars,Tempo,,,
Mallorie Waber,Choco Coated Almonds,23-Mar-22,3241,232,2501,Bites,Tempo,,,
Jan Morforth,Raspberry Choco,24-Mar-22,1120,63,442,Bars,Delish,,,
Gunar Cockshoot,Mint Chip Choco,24-Mar-22,770,52,133,Bars,Yummies,,,
Dennison Crosswaite,After Nines,24-Mar-22,8064,279,2088,Bites,Yummies,,,
Jan Morforth,Spicy Special Slims,24-Mar-22,3780,172,1885,Bites,Delish,,,
Barr Faughny,Raspberry Choco,24-Mar-22,1211,58,364,Bars,Yummies,,,
Wilone O'Kielt,Orange Choco,24-Mar-22,2338,167,1717,Bars,Delish,,,
Andria Kimpton,Organic Choco Syrup,24-Mar-22,1666,54,96,Other,Jucies,,,
Brien Boise,Manuka Honey Choco,25-Mar-22,1057,38,312,Other,Jucies,,,
Jehu Rudeforth,Mint Chip Choco,25-Mar-22,11291,706,1728,Bars,Tempo,,,
Madelene Upcott,Eclairs,25-Mar-22,5103,243,644,Bites,Jucies,,,
Marney O'Breen,Baker's Choco Chips,25-Mar-22,2982,213,1490,Bars,Yummies,,,
Curtice Advani,Milk Bars,25-Mar-22,1274,51,108,Bars,Delish,,,
Curtice Advani,White Choc,26-Mar-22,2786,164,36,Other,Delish,,,
Gigi Bohling,Mint Chip Choco,26-Mar-22,7609,401,845,Bars,Delish,,,
Dennison Crosswaite,Almond Choco,26-Mar-22,5285,265,3467,Bars,Yummies,,,
Curtice Advani,Fruit & Nut Bars,26-Mar-22,196,18,26,Bars,Delish,,,
Ches Bonnell,Baker's Choco Chips,26-Mar-22,945,63,460,Bars,Tempo,,,
Wilone O'Kielt,Organic Choco Syrup,27-Mar-22,8638,376,663,Other,Delish,,,
Gunar Cockshoot,Smooth Sliky Salty,27-Mar-22,12446,593,2798,Bars,Yummies,,,
Barr Faughny,Choco Coated Almonds,27-Mar-22,140,7,84,Bites,Yummies,,,
Ches Bonnell,Choco Coated Almonds,27-Mar-22,903,43,469,Bites,Tempo,,,
Roddy Speechley,Choco Coated Almonds,27-Mar-22,7742,517,6048,Bites,Delish,,,
Dotty Strutley,Caramel Stuffed Bars,27-Mar-22,525,21,18,Bars,Delish,,,
Oby Sorrel,White Choc,27-Mar-22,8428,937,255,Other,Jucies,,,
Mallorie Waber,85% Dark Bars,27-Mar-22,784,42,32,Bars,Tempo,,,
Kelci Walkden,Mint Chip Choco,30-Mar-22,4403,294,793,Bars,Yummies,,,
Madelene Upcott,99% Dark & Pure,30-Mar-22,1022,45,247,Bars,Jucies,,,
Karlen McCaffrey,Smooth Sliky Salty,30-Mar-22,10080,720,3614,Bars,Yummies,,,
Mallorie Waber,Fruit & Nut Bars,30-Mar-22,9212,709,1175,Bars,Tempo,,,
Kelci Walkden,Fruit & Nut Bars,30-Mar-22,7392,740,1226,Bars,Yummies,,,
Marney O'Breen,Caramel Stuffed Bars,31-Mar-22,6174,229,204,Bars,Yummies,,,
Wilone O'Kielt,After Nines,31-Mar-22,2709,105,639,Bites,Delish,,,
Wilone O'Kielt,Manuka Honey Choco,31-Mar-22,9303,333,2523,Other,Delish,,,
Oby Sorrel,Caramel Stuffed Bars,31-Mar-22,2401,101,94,Bars,Jucies,,,
Brien Boise,Drinking Coco,31-Mar-22,126,6,17,Other,Jucies,,,
Marney O'Breen,85% Dark Bars,31-Mar-22,2695,118,88,Bars,Yummies,,,
Ches Bonnell,Smooth Sliky Salty,31-Mar-22,7882,493,2722,Bars,Tempo,,,
Oby Sorrel,Milk Bars,31-Mar-22,13370,432,790,Bars,Jucies,,,
Oby Sorrel,After Nines,31-Mar-22,5215,174,1103,Bites,Jucies,,,
Madelene Upcott,50% Dark Bites,31-Mar-22,12978,1082,3423,Bites,Jucies,,,
Camilla Castle,Drinking Coco,31-Mar-22,15813,688,1739,Other,Tempo,,,
Roddy Speechley,Choco Coated Almonds,31-Mar-22,749,45,532,Bites,Delish,,,
Kelci Walkden,Peanut Butter Cubes,31-Mar-22,6020,241,1282,Bites,Yummies,,,
Andria Kimpton,After Nines,31-Mar-22,2135,67,510,Bites,Jucies,,,
Kaine Padly,Raspberry Choco,31-Mar-22,10927,608,4449,Bars,Delish,,,
Rafaelita Blaksland,Raspberry Choco,31-Mar-22,2275,120,820,Bars,Yummies,,,
Rafaelita Blaksland,Mint Chip Choco,31-Mar-22,9443,450,1152,Bars,Yummies,,,
Wilone O'Kielt,50% Dark Bites,31-Mar-22,11326,944,3093,Bites,Delish,,,
Mallorie Waber,Spicy Special Slims,31-Mar-22,2100,105,948,Bites,Tempo,,,
Camilla Castle,Raspberry Choco,01-Apr-22,1127,54,339,Bars,Tempo,,,
Gigi Bohling,Drinking Coco,01-Apr-22,5026,219,635,Other,Delish,,,
Van Tuxwell,Drinking Coco,01-Apr-22,4991,185,431,Other,Yummies,,,
Barr Faughny,White Choc,01-Apr-22,175,12,3,Other,Yummies,,,
Dotty Strutley,Milk Bars,01-Apr-22,9968,356,744,Bars,Delish,,,
Mallorie Waber,Smooth Sliky Salty,01-Apr-22,4977,277,1627,Bars,Tempo,,,
Oby Sorrel,After Nines,01-Apr-22,3423,123,827,Bites,Jucies,,,
Jan Morforth,Milk Bars,01-Apr-22,7952,319,625,Bars,Delish,,,
Curtice Advani,After Nines,01-Apr-22,5859,245,1445,Bites,Delish,,,
Wilone O'Kielt,50% Dark Bites,01-Apr-22,3920,262,800,Bites,Delish,,,
Gunar Cockshoot,Manuka Honey Choco,01-Apr-22,4774,165,1393,Other,Yummies,,,
Husein Augar,Drinking Coco,01-Apr-22,4165,139,379,Other,Yummies,,,
Van Tuxwell,99% Dark & Pure,01-Apr-22,7518,358,1568,Bars,Yummies,,,
Wilone O'Kielt,Peanut Butter Cubes,01-Apr-22,4249,237,1205,Bites,Delish,,,
Ches Bonnell,Spicy Special Slims,01-Apr-22,2492,89,959,Bites,Tempo,,,
Jan Morforth,Spicy Special Slims,01-Apr-22,4914,176,1702,Bites,Delish,,,
Jehu Rudeforth,Milk Bars,01-Apr-22,6132,212,392,Bars,Tempo,,,
Camilla Castle,Orange Choco,02-Apr-22,910,114,932,Bars,Tempo,,,
Mallorie Waber,Raspberry Choco,02-Apr-22,2212,101,585,Bars,Tempo,,,
Kelci Walkden,Organic Choco Syrup,02-Apr-22,5796,207,412,Other,Yummies,,,
Mallorie Waber,Mint Chip Choco,02-Apr-22,20181,1010,2632,Bars,Tempo,,,
Ches Bonnell,Fruit & Nut Bars,02-Apr-22,6272,571,992,Bars,Tempo,,,
Mallorie Waber,Orange Choco,02-Apr-22,3171,244,2509,Bars,Tempo,,,
Karlen McCaffrey,85% Dark Bars,02-Apr-22,567,27,21,Bars,Yummies,,,
Gigi Bohling,Baker's Choco Chips,02-Apr-22,1701,171,998,Bars,Delish,,,
Dennison Crosswaite,Smooth Sliky Salty,03-Apr-22,11704,836,4616,Bars,Yummies,,,
Brien Boise,Mint Chip Choco,03-Apr-22,420,25,63,Bars,Jucies,,,
Madelene Upcott,Orange Choco,03-Apr-22,840,60,627,Bars,Jucies,,,
Gigi Bohling,White Choc,03-Apr-22,9940,663,185,Other,Delish,,,
Gigi Bohling,Eclairs,03-Apr-22,7392,528,1682,Bites,Delish,,,
Marney O'Breen,Fruit & Nut Bars,03-Apr-22,434,28,46,Bars,Yummies,,,
Kaine Padly,50% Dark Bites,03-Apr-22,2982,187,534,Bites,Delish,,,
Jan Morforth,Manuka Honey Choco,06-Apr-22,357,11,97,Other,Delish,,,
Andria Kimpton,Organic Choco Syrup,06-Apr-22,12999,500,996,Other,Jucies,,,
Gunar Cockshoot,Mint Chip Choco,06-Apr-22,3920,280,660,Bars,Yummies,,,
Barr Faughny,Almond Choco,06-Apr-22,6741,338,4512,Bars,Yummies,,,
Jehu Rudeforth,Peanut Butter Cubes,06-Apr-22,4529,175,906,Bites,Tempo,,,
Brien Boise,50% Dark Bites,06-Apr-22,4340,543,1642,Bites,Jucies,,,
Barr Faughny,Spicy Special Slims,07-Apr-22,10262,467,4903,Bites,Yummies,,,
Karlen McCaffrey,Baker's Choco Chips,07-Apr-22,5845,488,3353,Bars,Yummies,,,
Oby Sorrel,Peanut Butter Cubes,07-Apr-22,3577,144,678,Bites,Jucies,,,
Marney O'Breen,Choco Coated Almonds,07-Apr-22,5789,414,4986,Bites,Yummies,,,
Dotty Strutley,99% Dark & Pure,08-Apr-22,2912,133,595,Bars,Delish,,,
Curtice Advani,Manuka Honey Choco,08-Apr-22,182,7,62,Other,Delish,,,
Roddy Speechley,Baker's Choco Chips,08-Apr-22,5152,573,3659,Bars,Delish,,,
Mallorie Waber,Drinking Coco,08-Apr-22,10206,444,1144,Other,Tempo,,,
Dennison Crosswaite,Drinking Coco,08-Apr-22,4347,189,496,Other,Yummies,,,
Marney O'Breen,Raspberry Choco,08-Apr-22,4935,260,1475,Bars,Yummies,,,
Ches Bonnell,85% Dark Bars,08-Apr-22,1813,96,62,Bars,Tempo,,,
Brien Boise,Organic Choco Syrup,08-Apr-22,2289,74,140,Other,Jucies,,,
Ches Bonnell,White Choc,08-Apr-22,3794,422,121,Other,Tempo,,,
Jan Morforth,Caramel Stuffed Bars,09-Apr-22,5278,203,184,Bars,Delish,,,
Barr Faughny,Organic Choco Syrup,09-Apr-22,2940,95,159,Other,Yummies,,,
Husein Augar,Fruit & Nut Bars,09-Apr-22,8120,452,807,Bars,Yummies,,,
Karlen McCaffrey,Smooth Sliky Salty,09-Apr-22,5565,279,1569,Bars,Yummies,,,
Madelene Upcott,Milk Bars,09-Apr-22,1526,64,134,Bars,Jucies,,,
Mallorie Waber,Organic Choco Syrup,09-Apr-22,9611,418,788,Other,Tempo,,,
Jehu Rudeforth,99% Dark & Pure,10-Apr-22,7518,342,1833,Bars,Tempo,,,
Dennison Crosswaite,85% Dark Bars,10-Apr-22,13580,591,473,Bars,Yummies,,,
Wilone O'Kielt,Spicy Special Slims,10-Apr-22,3976,160,1444,Bites,Delish,,,
Gigi Bohling,White Choc,10-Apr-22,11277,664,165,Other,Delish,,,
Barr Faughny,Spicy Special Slims,10-Apr-22,5068,242,2630,Bites,Yummies,,,
Ches Bonnell,Orange Choco,10-Apr-22,8267,689,5691,Bars,Tempo,,,
Rafaelita Blaksland,99% Dark & Pure,10-Apr-22,8862,522,2748,Bars,Yummies,,,
Van Tuxwell,Drinking Coco,10-Apr-22,15015,653,1553,Other,Yummies,,,
Curtice Advani,99% Dark & Pure,10-Apr-22,4438,247,1128,Bars,Delish,,,
Kelci Walkden,99% Dark & Pure,10-Apr-22,9128,508,2225,Bars,Yummies,,,
Jehu Rudeforth,Choco Coated Almonds,10-Apr-22,2709,129,1598,Bites,Tempo,,,
Gigi Bohling,Milk Bars,10-Apr-22,15960,639,1347,Bars,Delish,,,
Marney O'Breen,Milk Bars,10-Apr-22,5439,182,370,Bars,Yummies,,,
Wilone O'Kielt,99% Dark & Pure,10-Apr-22,1540,74,362,Bars,Delish,,,
Madelene Upcott,After Nines,10-Apr-22,14728,476,3411,Bites,Jucies,,,
Rafaelita Blaksland,After Nines,10-Apr-22,4704,157,946,Bites,Yummies,,,
Beverie Moffet,Almond Choco,10-Apr-22,1540,74,1037,Bars,Jucies,,,
Ches Bonnell,Caramel Stuffed Bars,10-Apr-22,11109,428,419,Bars,Tempo,,,
Jan Morforth,White Choc,10-Apr-22,1638,182,43,Other,Delish,,,
Madelene Upcott,Eclairs,10-Apr-22,2541,128,393,Bites,Jucies,,,
Kaine Padly,Peanut Butter Cubes,10-Apr-22,231,12,63,Bites,Delish,,,
Karlen McCaffrey,Peanut Butter Cubes,10-Apr-22,11249,490,2422,Bites,Yummies,,,
Barr Faughny,Mint Chip Choco,10-Apr-22,5306,332,820,Bars,Yummies,,,
Curtice Advani,85% Dark Bars,10-Apr-22,2079,123,80,Bars,Delish,,,
Brien Boise,85% Dark Bars,10-Apr-22,1148,61,49,Bars,Jucies,,,
Jehu Rudeforth,Fruit & Nut Bars,13-Apr-22,322,33,62,Bars,Tempo,,,
Kelci Walkden,Organic Choco Syrup,13-Apr-22,1239,42,72,Other,Yummies,,,
Ches Bonnell,Milk Bars,13-Apr-22,16681,596,1334,Bars,Tempo,,,
